"";"comuna";"cut_comuna";"año";"variable";"cifra"
"3048";"LOS ANDES";"5301";2018;"Requerimiento de viviendas nuevas urbanas";656
"3049";"LOS ANDES";"5301";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";1,34
"3050";"LOS ANDES";"5301";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";4,23
"3051";"LOS ANDES";"5301";2018;"Superficie de áreas verdes públicas por habitante";5,04
"3052";"LOS ANDES";"5301";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";721,017391670527
"3053";"LOS ANDES";"5301";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";25,0317977807342
"3054";"LOS ANDES";"5301";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";179,29506428384
"3055";"LOS ANDES";"5301";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";62,5346199819247
"3056";"LOS ANDES";"5301";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";92,1255940060057
"3057";"LOS ÁNGELES";"8301";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";13,37
"3058";"LOS ÁNGELES";"8301";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,29
"3059";"LOS ÁNGELES";"8301";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,08552799112687
"3060";"LOS ÁNGELES";"8301";2021;"Consumo de energía eléctrica per cápita no residencial";534,666822705995
"3061";"LOS ÁNGELES";"8301";2021;"Consumo de energía eléctrica per cápita residencial";828,624773894469
"3062";"LOS ÁNGELES";"8301";2022;"Densidad de hogares en campamentos";7,52359800111049
"3063";"LOS ÁNGELES";"8301";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"3064";"LOS ÁNGELES";"8301";2020;"Distancia a centros de salud primaria";883,5
"3065";"LOS ÁNGELES";"8301";2020;"Distancia a establecimientos de educación básica";716,67
"3066";"LOS ÁNGELES";"8301";2020;"Distancia a establecimientos de educación inicial";754,88
"3067";"LOS ÁNGELES";"8301";2018;"Distancia a paraderos de transporte público mayor";249
"3068";"LOS ÁNGELES";"8301";2019;"Distancia a parques públicos";1220,422333
"3069";"LOS ÁNGELES";"8301";2019;"Distancia a plazas públicas";292,321921
"3070";"LOS ÁNGELES";"8301";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1149
"3071";"LOS ÁNGELES";"8301";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";11,62324991
"3072";"LOS ÁNGELES";"8301";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";46,1478114400425
"3073";"LOS ÁNGELES";"8301";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";498,568377039495
"3074";"LOS ÁNGELES";"8301";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";11,362086988138
"3075";"LOS ÁNGELES";"8301";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";47,5691302293069
"3076";"LOS ÁNGELES";"8301";2020;"Porcentaje de  la superficie cubierta por vegetación total";48,01
"3077";"LOS ÁNGELES";"8301";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,28757427397807
"3078";"LOS ÁNGELES";"8301";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";4,71
"3079";"LOS ÁNGELES";"8301";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0,09
"3080";"LOS ÁNGELES";"8301";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";45,61
"3081";"LOS ÁNGELES";"8301";2019;"Porcentaje de la población en situación de pobreza multidimensional";16,13
"3082";"LOS ÁNGELES";"8301";2019;"Porcentaje de la población en situación de pobreza por ingresos";17,42
"3083";"LOS ÁNGELES";"8301";2020;"Porcentaje de la superficie cubierta por vegetación densa";5,11
"3084";"LOS ÁNGELES";"8301";2021;"Porcentaje de la superficie de campamentos respecto del área urbana";0
"3085";"LOS ÁNGELES";"8301";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";57,1
"3086";"LOS ÁNGELES";"8301";2022;"Porcentaje de participación en las elecciones municipales por comuna";29,5495716785901
"3087";"LOS ÁNGELES";"8301";2019;"Porcentaje de población atendida por el sistema de parques públicos";89,31
"3088";"LOS ÁNGELES";"8301";2019;"Porcentaje de población atendida por el sistema de plazas públicas";78,83
"3089";"LOS ÁNGELES";"8301";2018;"Porcentaje de población atendida por la red de ciclovías";76,3
"3090";"LOS ÁNGELES";"8301";2022;"Porcentaje de residuos municipales valorizados";0
"3091";"LOS ÁNGELES";"8301";2018;"Porcentaje de viviendas con situación de allegamiento externo";0,91
"3092";"LOS ÁNGELES";"8301";2018;"Porcentaje de viviendas en situación de hacinamiento";6,76
"3093";"LOS ÁNGELES";"8301";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";13,73
"3094";"LOS ÁNGELES";"8301";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,280548628428928
"3095";"LOS ÁNGELES";"8301";2019;"Promedio de intersecciones relevantes cada 1,44 km²";15,6
"3096";"LOS ÁNGELES";"8301";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,32
"3097";"LOS ÁNGELES";"8301";2018;"Requerimiento de viviendas nuevas urbanas";1796
"3098";"LOS ÁNGELES";"8301";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";2,06
"3099";"LOS ÁNGELES";"8301";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";4,52
"3100";"LOS ÁNGELES";"8301";2018;"Superficie de áreas verdes públicas por habitante";5,34
"3101";"LOS ÁNGELES";"8301";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";612,673985493041
"3102";"LOS ÁNGELES";"8301";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";17,0444939326455
"3103";"LOS ÁNGELES";"8301";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";172,885015879039
"3104";"LOS ÁNGELES";"8301";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";86,0585197934595
"3105";"LOS ÁNGELES";"8301";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";65,2328097542024
"3106";"LOTA";"8106";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";18,49
"3107";"LOTA";"8106";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";1,08
"3108";"LOTA";"8106";2019;"Cantidad de residuos eliminados con disposición final per cápita";0,972098662685106
"3109";"LOTA";"8106";2021;"Consumo de energía eléctrica per cápita no residencial";222,917870905588
"3110";"LOTA";"8106";2021;"Consumo de energía eléctrica per cápita residencial";556,475652478543
"3111";"LOTA";"8106";2022;"Densidad de hogares en campamentos";29,8854232972629
"3112";"LOTA";"8106";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,02
"3113";"LOTA";"8106";2020;"Distancia a centros de salud primaria";1165,77
"3114";"LOTA";"8106";2020;"Distancia a establecimientos de educación básica";499,46
"3115";"LOTA";"8106";2020;"Distancia a establecimientos de educación inicial";401,44
"3116";"LOTA";"8106";2019;"Distancia a parques públicos";2449,012242
"3117";"LOTA";"8106";2019;"Distancia a plazas públicas";645,844938
"3118";"LOTA";"8106";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1785
"3119";"LOTA";"8106";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";15,8457248
"3120";"LOTA";"8106";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";0
"3121";"LOTA";"8106";2019;"Número de microbasurales por cada 10.000 habitantes";0,87
"3122";"LOTA";"8106";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";497,022245577159
"3123";"LOTA";"8106";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";13,1371518654756
"3124";"LOTA";"8106";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";79,5025021848064
"3125";"LOTA";"8106";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";48,2
"3126";"LOTA";"8106";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";81
"3127";"LOTA";"8106";2020;"Porcentaje de  la superficie cubierta por vegetación total";42,68
"3128";"LOTA";"8106";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0116336493864648
"3129";"LOTA";"8106";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";0,12
"3130";"LOTA";"8106";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";32,14
"3131";"LOTA";"8106";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";2,26
"3132";"LOTA";"8106";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";29,99
"3133";"LOTA";"8106";2019;"Porcentaje de la población en situación de pobreza multidimensional";19,62
"3134";"LOTA";"8106";2019;"Porcentaje de la población en situación de pobreza por ingresos";18,13
"3135";"LOTA";"8106";2020;"Porcentaje de la superficie cubierta por vegetación densa";5,78
"3136";"LOTA";"8106";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";6,52849202638824
"3137";"LOTA";"8106";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";19,45
"3138";"LOTA";"8106";2022;"Porcentaje de participación en las elecciones municipales por comuna";45,1602136181575
"3139";"LOTA";"8106";2019;"Porcentaje de población atendida por el sistema de parques públicos";70,35
"3140";"LOTA";"8106";2019;"Porcentaje de población atendida por el sistema de plazas públicas";58
"3141";"LOTA";"8106";2018;"Porcentaje de población atendida por la red de ciclovías";23,66
"3142";"LOTA";"8106";2018;"Porcentaje de población expuesta a inundación por tsunami";13,14
"3143";"LOTA";"8106";2019;"Porcentaje de residuos municipales valorizados";0
"3144";"LOTA";"8106";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";77,9961602078996
"3145";"LOTA";"8106";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,08
"3146";"LOTA";"8106";2018;"Porcentaje de viviendas en situación de hacinamiento";8,37
"3147";"LOTA";"8106";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";24,93
"3148";"LOTA";"8106";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,073909830007391
"3149";"LOTA";"8106";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"3150";"LOTA";"8106";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"3151";"LOTA";"8106";2019;"Promedio de intersecciones relevantes cada 1,44 km²";12,22
"3152";"LOTA";"8106";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";17,77
"3153";"LOTA";"8106";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";20,87
"3154";"LOTA";"8106";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";22,82
"3155";"LOTA";"8106";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";24,81
"3156";"LOTA";"8106";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,17
"3157";"LOTA";"8106";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1,25
"3158";"LOTA";"8106";2018;"Requerimiento de viviendas nuevas urbanas";913
"3159";"LOTA";"8106";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";6,24
"3160";"LOTA";"8106";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";1,7
"3161";"LOTA";"8106";2018;"Superficie de áreas verdes públicas por habitante";5,34
"3162";"LOTA";"8106";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";665,492957746479
"3163";"LOTA";"8106";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";22,3462953231739
"3164";"LOTA";"8106";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";91,2681000438789
"3165";"LOTA";"8106";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";59,2365072400176
"3166";"LOTA";"8106";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";94,7784115840281
"3167";"MACHALÍ";"6108";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";1,56
"3168";"MACHALÍ";"6108";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,51
"3169";"MACHALÍ";"6108";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,08640836300493
"3170";"MACHALÍ";"6108";2021;"Consumo de energía eléctrica per cápita no residencial";334,359731609364
"3171";"MACHALÍ";"6108";2021;"Consumo de energía eléctrica per cápita residencial";914,260440134522
"3172";"MACHALÍ";"6108";2022;"Densidad de hogares en campamentos";7,06870983687593
"3173";"MACHALÍ";"6108";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";0,07
"3174";"MACHALÍ";"6108";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,01
"3175";"MACHALÍ";"6108";2020;"Distancia a centros de salud primaria";1678,92
"3176";"MACHALÍ";"6108";2020;"Distancia a establecimientos de educación básica";1296,51
"3177";"MACHALÍ";"6108";2020;"Distancia a establecimientos de educación inicial";897,56
"3178";"MACHALÍ";"6108";2018;"Distancia a paraderos de transporte público mayor";2694
"3179";"MACHALÍ";"6108";2019;"Distancia a parques públicos";1885,973996
"3180";"MACHALÍ";"6108";2019;"Distancia a plazas públicas";337,019274
"3181";"MACHALÍ";"6108";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";2220
"3182";"MACHALÍ";"6108";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";10,74020213
"3183";"MACHALÍ";"6108";2018;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";1143,6
"3184";"MACHALÍ";"6108";2019;"Número de microbasurales por cada 10.000 habitantes";4,11
"3185";"MACHALÍ";"6108";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";213,863584418977
"3186";"MACHALÍ";"6108";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";1,63254644594639
"3187";"MACHALÍ";"6108";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";22,0297966671129
"3188";"MACHALÍ";"6108";2020;"Porcentaje de  la superficie cubierta por vegetación total";50,86
"3189";"MACHALÍ";"6108";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,202401843302695
"3190";"MACHALÍ";"6108";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";3,46
"3191";"MACHALÍ";"6108";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"3192";"MACHALÍ";"6108";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";48,38
"3193";"MACHALÍ";"6108";2019;"Porcentaje de la población en situación de pobreza multidimensional";17,98
"3194";"MACHALÍ";"6108";2019;"Porcentaje de la población en situación de pobreza por ingresos";7,24
"3195";"MACHALÍ";"6108";2020;"Porcentaje de la superficie cubierta por vegetación densa";1,26
"3196";"MACHALÍ";"6108";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,618705520027648
"3197";"MACHALÍ";"6108";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";51,15
"3198";"MACHALÍ";"6108";2022;"Porcentaje de participación en las elecciones municipales por comuna";53,3703474112605
"3199";"MACHALÍ";"6108";2019;"Porcentaje de población atendida por el sistema de parques públicos";87,19
"3200";"MACHALÍ";"6108";2019;"Porcentaje de población atendida por el sistema de plazas públicas";79,15
"3201";"MACHALÍ";"6108";2018;"Porcentaje de población atendida por la red de ciclovías";44,46
"3202";"MACHALÍ";"6108";2022;"Porcentaje de residuos municipales valorizados";0,509636568908384
"3203";"MACHALÍ";"6108";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";25
"3204";"MACHALÍ";"6108";2018;"Porcentaje de viviendas con situación de allegamiento externo";0,66
"3205";"MACHALÍ";"6108";2018;"Porcentaje de viviendas en situación de hacinamiento";4,09
"3206";"MACHALÍ";"6108";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";11,45
"3207";"MACHALÍ";"6108";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,54034945965054
"3208";"MACHALÍ";"6108";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"3209";"MACHALÍ";"6108";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"3210";"MACHALÍ";"6108";2019;"Promedio de intersecciones relevantes cada 1,44 km²";11,24
"3211";"MACHALÍ";"6108";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";0,81
"3212";"MACHALÍ";"6108";2018;"Requerimiento de viviendas nuevas urbanas";532
"3213";"MACHALÍ";"6108";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";7,03
"3214";"MACHALÍ";"6108";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";9,52
"3215";"MACHALÍ";"6108";2018;"Superficie de áreas verdes públicas por habitante";13,69
"3216";"MACHALÍ";"6108";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";697,426883452956
"3217";"MACHALÍ";"6108";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";23,3192934338982
"3218";"MACHALÍ";"6108";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";101,952624839949
"3219";"MACHALÍ";"6108";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";54,0973111395647
"3220";"MACHALÍ";"6108";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";46,0947503201024
"3221";"MACHALÍ";"6108";2018;"Índice de segregación de la población vulnerable";0,45880370715591
"3222";"MACUL";"13118";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";10,64
"3223";"MACUL";"13118";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";2,86
"3224";"MACUL";"13118";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,07942075597443
"3225";"MACUL";"13118";2021;"Consumo de energía eléctrica per cápita no residencial";465,429335622771
"3226";"MACUL";"13118";2021;"Consumo de energía eléctrica per cápita residencial";871,910132229707
"3227";"MACUL";"13118";2021;"Densidad de hogares en campamentos";0
"3228";"MACUL";"13118";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";6,24
"3229";"MACUL";"13118";2018;"Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona";0,34
"3230";"MACUL";"13118";2018;"Densidad de oferta real de transporte público mayor en periodo punta mañana, por persona";6,18
"3231";"MACUL";"13118";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,2
"3232";"MACUL";"13118";2020;"Distancia a centros de salud primaria";1135,94
"3233";"MACUL";"13118";2020;"Distancia a establecimientos de educación básica";537,11
"3234";"MACUL";"13118";2020;"Distancia a establecimientos de educación inicial";401,02
"3235";"MACUL";"13118";2018;"Distancia a paraderos de transporte público mayor";193
"3236";"MACUL";"13118";2019;"Distancia a parques públicos";846,662108
"3237";"MACUL";"13118";2019;"Distancia a plazas públicas";236,276551
"3238";"MACUL";"13118";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1940
"3239";"MACUL";"13118";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";3,62408075
"3240";"MACUL";"13118";2018;"Número de microbasurales por cada 10.000 habitantes";3,47
"3241";"MACUL";"13118";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";107,133946785248
"3242";"MACUL";"13118";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";1,46758831212668
"3243";"MACUL";"13118";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";17,7155383720531
"3244";"MACUL";"13118";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";29,4
"3245";"MACUL";"13118";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";62,9
"3246";"MACUL";"13118";2020;"Población estimada de migrantes internacionales por comuna";13783
"3247";"MACUL";"13118";2020;"Porcentaje de  la superficie cubierta por vegetación total";12
"3248";"MACUL";"13118";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,103796879816185
"3249";"MACUL";"13118";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";2,56
"3250";"MACUL";"13118";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"3251";"MACUL";"13118";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";32,26
"3252";"MACUL";"13118";2019;"Porcentaje de la población en situación de pobreza multidimensional";13,47
"3253";"MACUL";"13118";2019;"Porcentaje de la población en situación de pobreza por ingresos";7,45
"3254";"MACUL";"13118";2020;"Porcentaje de la superficie cubierta por vegetación densa";0,54
"3255";"MACUL";"13118";2021;"Porcentaje de la superficie de campamentos respecto del área urbana";0
"3256";"MACUL";"13118";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";19,27
"3257";"MACUL";"13118";2022;"Porcentaje de participación en las elecciones municipales por comuna";48,3609630945333
"3258";"MACUL";"13118";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE)";16,92
"3259";"MACUL";"13118";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE)";43,49
"3260";"MACUL";"13118";2019;"Porcentaje de población atendida por el sistema de parques públicos";100
"3261";"MACUL";"13118";2019;"Porcentaje de población atendida por el sistema de plazas públicas";86,52
"3262";"MACUL";"13118";2018;"Porcentaje de población atendida por la red de ciclovías";49,15
"3263";"MACUL";"13118";2022;"Porcentaje de residuos municipales valorizados";1,23322681182033
"3264";"MACUL";"13118";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";70
"3265";"MACUL";"13118";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";59,0334164862217
"3266";"MACUL";"13118";2018;"Porcentaje de viviendas con situación de allegamiento externo";2,49
"3267";"MACUL";"13118";2018;"Porcentaje de viviendas en situación de hacinamiento";5,97
"3268";"MACUL";"13118";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";6,7
"3269";"MACUL";"13118";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";1,23854802179192
"3270";"MACUL";"13118";2019;"Promedio de intersecciones relevantes cada 1,44 km²";41,11
"3271";"MACUL";"13118";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";26,04
"3272";"MACUL";"13118";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";42,82
"3273";"MACUL";"13118";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";19,19
"3274";"MACUL";"13118";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";60,76
"3275";"MACUL";"13118";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,03
"3276";"MACUL";"13118";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1,33333333333333
"3277";"MACUL";"13118";2018;"Requerimiento de viviendas nuevas urbanas";2523
"3278";"MACUL";"13118";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";1,56
"3279";"MACUL";"13118";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";2,98
"3280";"MACUL";"13118";2018;"Superficie de áreas verdes públicas por habitante";4,14
"3281";"MACUL";"13118";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";782,126408199451
"3282";"MACUL";"13118";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";26,5420684189671
"3283";"MACUL";"13118";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";126,715251789114
"3284";"MACUL";"13118";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";40,0498982338651
"3285";"MACUL";"13118";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";114,751347762969
"3286";"MACUL";"13118";2018;"Tiempo de viaje en hora punta mañana";80
"3287";"MACUL";"13118";2018;"Tiempo de viaje en transporte público en hora punta mañana";90
"3288";"MACUL";"13118";2018;"Índice de segregación de la población vulnerable";0,305808000678799
"3289";"MAIPÚ";"13119";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";4,95
"3290";"MAIPÚ";"13119";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";1,93
"3291";"MAIPÚ";"13119";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,11037019074197
"3292";"MAIPÚ";"13119";2021;"Consumo de energía eléctrica per cápita no residencial";284,768209391956
"3293";"MAIPÚ";"13119";2021;"Consumo de energía eléctrica per cápita residencial";762,092664535582
"3294";"MAIPÚ";"13119";2022;"Densidad de hogares en campamentos";45,8135860979463
"3295";"MAIPÚ";"13119";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";5,89
"3296";"MAIPÚ";"13119";2018;"Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona";0,38
"3297";"MAIPÚ";"13119";2018;"Densidad de oferta real de transporte público mayor en periodo punta mañana, por persona";5,86
"3298";"MAIPÚ";"13119";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,01
"3299";"MAIPÚ";"13119";2020;"Distancia a centros de salud primaria";1258,33
"3300";"MAIPÚ";"13119";2020;"Distancia a establecimientos de educación básica";538,27
"3301";"MAIPÚ";"13119";2020;"Distancia a establecimientos de educación inicial";384,19
"3302";"MAIPÚ";"13119";2018;"Distancia a paraderos de transporte público mayor";240
"3303";"MAIPÚ";"13119";2019;"Distancia a parques públicos";824,147585
"3304";"MAIPÚ";"13119";2019;"Distancia a plazas públicas";170,981511
"3305";"MAIPÚ";"13119";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";2222
"3306";"MAIPÚ";"13119";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";7,83688313
"3307";"MAIPÚ";"13119";2019;"Número de microbasurales por cada 10.000 habitantes";0,78
